3.91648,3.08659,0,
3.72166,1.24666,1,
2.2996,0.583067,2,
2.69711,0.454475,3,
1.81762,0.385273,4,
2.11923,0.356479,5,
1.31555,0.335238,6,
1.66843,0.2579,7,
1.40997,0.369569,8,
1.49645,0.345126,9,
1.40563,0.441295,10,
1.44426,0.431527,11,
1.67909,0.682658,12,
1.57054,0.638217,13,
1.8894,1.07711,14,
1.95305,1.01063,15,
2.1373,1.42664,16,
2.33704,1.83087,17,
2.61385,2.04443,18,
2.6787,2.46124,19,
3.1941,3.4191,20,
3.28185,3.6137,21,
3.1075,3.52875,22,
4.40375,3.55375,23,
1e+07,1e+07,24,
1e+07,1e+07,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
